Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2013	2014	2015	2016	2017	2018	2019	2020	Estimates Start After
Singapore	Unemployment rate	Percent of total labor force		Source: National Statistical Office Latest actual data: 2014 Employment type: National definition. Prior to 1986 unemployment data excludes non-residents. Primary domestic currency: Singapore dollar Data last updated: 03/2015	1.900	1.950	2.000	2.000	2.000	2.000	2.000	2.000	2014
Singapore	Employment	Persons	Millions	Source: National Statistical Office Latest actual data: 2014 Employment type: National definition. Prior to 1986 unemployment data excludes non-residents. Primary domestic currency: Singapore dollar Data last updated: 03/2015	3.149	3.227	3.277	3.304	n/a	n/a	n/a	n/a	2014
Singapore	Population	Persons	Millions	Source: National Statistical Office Latest actual data: 2014. Data is reported as of mid-year, as opposed to end-year. Primary domestic currency: Singapore dollar Data last updated: 03/2015	5.399	5.470	5.523	5.562	5.596	5.631	5.668	5.703	2014
Singapore	General government revenue	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013/14 Fiscal assumptions: For fiscal year 2014/15 and 2015/16, projections are based on budget numbers. For the remainder of the projection period, the IMF staff assumes unchanged policies. Start/end months of reporting year: April/March GFS Manual used: 2001 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Primary domestic currency: Singapore dollar Data last updated: 03/2015	82.300	87.870	91.203	96.938	103.963	111.960	115.018	117.197	2014
Singapore	General government revenue	Percent of GDP		See notes for:  General government revenue (National currency).	21.527	22.407	22.392	22.531	22.777	23.147	23.439	23.539	2014
Singapore	General government total expenditure	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013/14 Fiscal assumptions: For fiscal year 2014/15 and 2015/16, projections are based on budget numbers. For the remainder of the projection period, the IMF staff assumes unchanged policies. Start/end months of reporting year: April/March GFS Manual used: 2001 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Primary domestic currency: Singapore dollar Data last updated: 03/2015	61.509	71.240	85.239	87.957	93.505	100.287	102.146	104.253	2014
Singapore	General government total expenditure	Percent of GDP		See notes for:  General government total expenditure (National currency).	16.089	18.166	20.928	20.444	20.486	20.734	20.816	20.939	2014
Singapore	General government net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013/14 Fiscal assumptions: For fiscal year 2014/15 and 2015/16, projections are based on budget numbers. For the remainder of the projection period, the IMF staff assumes unchanged policies. Start/end months of reporting year: April/March GFS Manual used: 2001 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Primary domestic currency: Singapore dollar Data last updated: 03/2015	20.791	16.631	5.964	8.981	10.458	11.674	12.872	12.944	2014
Singapore	General government net lending/borrowing	Percent of GDP		See notes for:  General government net lending/borrowing (National currency).	5.438	4.241	1.464	2.087	2.291	2.414	2.623	2.600	2014
Singapore	General government structural balance	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013/14 Fiscal assumptions: For fiscal year 2014/15 and 2015/16, projections are based on budget numbers. For the remainder of the projection period, the IMF staff assumes unchanged policies. Start/end months of reporting year: April/March GFS Manual used: 2001 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Primary domestic currency: Singapore dollar Data last updated: 03/2015	19.460	16.143	5.832	8.985	10.418	11.656	12.899	12.958	2014
Singapore	General government structural balance	Percent of potential GDP		See notes for:  General government structural balance (National currency).	5.245	4.166	1.456	2.117	2.318	2.446	2.552	2.419	2014
Singapore	General government primary net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013/14 Fiscal assumptions: For fiscal year 2014/15 and 2015/16, projections are based on budget numbers. For the remainder of the projection period, the IMF staff assumes unchanged policies. Start/end months of reporting year: April/March GFS Manual used: 2001 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Primary domestic currency: Singapore dollar Data last updated: 03/2015	15.241	10.910	0.119	2.804	3.911	4.732	5.514	5.146	2014
Singapore	General government primary net lending/borrowing	Percent of GDP		See notes for:  General government primary net lending/borrowing (National currency).	3.986	2.782	0.029	0.652	0.857	0.978	1.124	1.034	2014
Singapore	General government net debt	National currency	Billions										
Singapore	General government net debt	Percent of GDP											
Singapore	General government gross debt	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013/14 Fiscal assumptions: For fiscal year 2014/15 and 2015/16, projections are based on budget numbers. For the remainder of the projection period, the IMF staff assumes unchanged policies. Start/end months of reporting year: April/March GFS Manual used: 2001 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Primary domestic currency: Singapore dollar Data last updated: 03/2015	390.407	387.251	398.201	409.477	421.114	433.118	445.487	458.222	2014
Singapore	General government gross debt	Percent of GDP		See notes for:  General government gross debt (National currency).	102.117	98.751	97.766	95.173	92.261	89.546	90.783	92.033	2014
Singapore	Gross domestic product corresponding to fiscal year, current prices	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013/14 Fiscal assumptions: For fiscal year 2014/15 and 2015/16, projections are based on budget numbers. For the remainder of the projection period, the IMF staff assumes unchanged policies. Start/end months of reporting year: April/March GFS Manual used: 2001 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Primary domestic currency: Singapore dollar Data last updated: 03/2015	382.312	392.148	407.299	430.244	456.439	483.684	490.714	497.891	2014
Singapore	Current account balance	U.S. dollars	Billions	Source: National Statistical Office Latest actual data: 2014 BOP Manual used: BPM 6 Primary domestic currency: Singapore dollar Data last updated: 03/2015	54.084	58.806	61.172	58.537	57.059	56.515	56.158	56.575	2014
Singapore	Current account balance	Percent of GDP		See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).	17.894	19.090	20.662	18.849	17.364	16.231	15.268	14.513	2014
Slovak Republic	Gross domestic product, constant prices	National currency	Billions	Source: Haver Analytics. Eurostat Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 03/2015	71.126	72.840	74.938	77.448	79.926	82.404	84.876	87.422	2014
Slovak Republic	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.425	2.410	2.881	3.348	3.200	3.100	3.000	3.000	2014
Slovak Republic	Gross domestic product, current prices	National currency	Billions	Source: Haver Analytics. Eurostat Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 03/2015	73.593	75.215	77.319	80.648	84.417	88.416	92.727	97.353	2014
Slovak Republic	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	97.743	99.971	87.528	91.392	96.610	102.380	108.690	116.157	2014
Slovak Republic	Gross domestic product, deflator	Index		See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	103.468	103.260	103.176	104.132	105.619	107.295	109.250	111.359	2014
Slovak Republic	Gross domestic product per capita, constant prices	National currency	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	13,145.228	13,445.812	13,816.533	14,262.020	14,700.723	15,138.238	15,573.654	16,021.594	2013
Slovak Republic	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	13,601.168	13,884.184	14,255.409	14,851.334	15,526.733	16,242.646	17,014.259	17,841.528	2013
Slovak Republic	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	18,064.470	18,454.040	16,137.763	16,829.849	17,769.441	18,808.127	19,943.246	21,287.678	2013
Slovak Republic	Output gap in percent of potential GDP	Percent of potential GDP		See notes for:  Gross domestic product, constant prices (National currency).	-1.890	-1.963	-1.675	-1.025	n/a	n/a	n/a	n/a	2014
Slovak Republic	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	Current international dollar	Billions	See notes for:  Gross domestic product, current prices (National currency).	146.902	152.634	158.428	166.185	175.033	184.337	193.652	203.402	2014
Slovak Republic	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	27,149.695	28,175.340	29,209.564	30,603.016	32,193.626	33,864.264	35,532.694	37,276.885	2013
Slovak Republic	Gross domestic product based on purchasing-power-parity (PPP) share of world total	Percent		See notes for:  Gross domestic product, current prices (National currency).	0.143	0.141	0.141	0.140	0.139	0.138	0.137	0.136	2011
Slovak Republic	Implied PPP conversion rate	National currency per current international dollar		See notes for:  Gross domestic product, current prices (National currency).	0.501	0.493	0.488	0.485	0.482	0.480	0.479	0.479	2014
Slovak Republic	Total investment	Percent of GDP		Source: Haver Analytics. Eurostat Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 03/2015	20.698	20.997	20.539	20.138	19.912	19.690	19.495	19.391	2014
Slovak Republic	Gross national savings	Percent of GDP		Source: Haver Analytics. Eurostat Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 03/2015	22.218	21.157	20.947	20.578	20.989	21.272	21.396	21.604	2014
Slovak Republic	Inflation, average consumer prices	Index		Source: Haver Analytics. Eurostat Latest actual data: 2014 Harmonized prices: Yes. 2005=100 Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	122.929	122.803	122.847	124.604	126.697	128.955	131.541	134.223	2014
Slovak Republic	Inflation, average consumer prices	Percent change		See notes for:  Inflation, average consumer prices (Index).	1.463	-0.102	0.035	1.431	1.679	1.782	2.006	2.039	2014
Slovak Republic	Inflation, end of period consumer prices	Index		Source: Haver Analytics. Eurostat Latest actual data: 2014 Harmonized prices: Yes. 2005=100 Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	123.070	122.920	123.797	125.506	127.677	129.953	132.560	135.262	2014
Slovak Republic	Inflation, end of period consumer prices	Percent change		See notes for:  Inflation, end of period consumer prices (Index).	0.400	-0.122	0.714	1.380	1.730	1.782	2.006	2.039	2014
Slovak Republic	Six-month London interbank offered rate (LIBOR)	Percent											
Slovak Republic	Volume of imports of goods and services	Percent change		Source: Haver Analytics. Eurostat Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 03/2015	3.766	4.969	4.691	5.200	5.050	4.930	4.780	4.730	2014
Slovak Republic	Volume of Imports of goods	Percent change		Source: Haver Analytics. Eurostat Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 03/2015	3.949	4.337	4.691	5.200	5.050	4.930	4.780	4.730	2014
Slovak Republic	Volume of exports of goods and services	Percent change		Source: Haver Analytics. Eurostat Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 03/2015	5.184	4.553	4.376	5.625	5.500	5.439	5.310	5.248	2014
Slovak Republic	Volume of exports of goods	Percent change		Source: Haver Analytics. Eurostat Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 03/2015	5.898	4.111	4.376	5.625	5.500	5.439	5.310	5.248	2014
Slovak Republic	Unemployment rate	Percent of total labor force		Source: Haver Analytics. National Statistical Office Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	14.258	13.217	12.413	11.713	11.316	10.899	10.563	10.327	2014
Slovak Republic	Employment	Persons	Millions	Source: Haver Analytics. National Statistical Office Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	2.192	2.223	2.252	2.278	n/a	n/a	n/a	n/a	2014
Slovak Republic	Population	Persons	Millions	Source: Haver Analytics. National Statistical Office Latest actual data: 2013 Primary domestic currency: Euro Data last updated: 03/2015	5.411	5.417	5.424	5.430	5.437	5.443	5.450	5.457	2013
Slovak Republic	General government revenue	National currency	Billions	Source: Eurostat Latest actual data: 2013 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2014 take into account developments in the first three quarters of the year. Projections for 2015 are based on the authorities? 2015 budget as approved by parliament. Projections for 2016 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	28.259	28.860	29.730	30.729	32.063	33.518	35.108	36.794	2013
Slovak Republic	General government revenue	Percent of GDP		See notes for:  General government revenue (National currency).	38.399	38.370	38.452	38.103	37.981	37.910	37.861	37.794	2013
Slovak Republic	General government total expenditure	National currency	Billions	Source: Eurostat Latest actual data: 2013 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2014 take into account developments in the first three quarters of the year. Projections for 2015 are based on the authorities? 2015 budget as approved by parliament. Projections for 2016 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	30.193	31.133	31.734	32.594	33.610	34.939	36.503	38.175	2013
Slovak Republic	General government total expenditure	Percent of GDP		See notes for:  General government total expenditure (National currency).	41.026	41.392	41.043	40.416	39.814	39.517	39.366	39.214	2013
Slovak Republic	General government net lending/borrowing	National currency	Billions	Source: Eurostat Latest actual data: 2013 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2014 take into account developments in the first three quarters of the year. Projections for 2015 are based on the authorities? 2015 budget as approved by parliament. Projections for 2016 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-1.933	-2.273	-2.003	-1.866	-1.548	-1.421	-1.396	-1.382	2013
Slovak Republic	General government net lending/borrowing	Percent of GDP		See notes for:  General government net lending/borrowing (National currency).	-2.627	-3.022	-2.591	-2.313	-1.833	-1.607	-1.505	-1.419	2013
Slovak Republic	General government structural balance	National currency	Billions	Source: Eurostat Latest actual data: 2013 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2014 take into account developments in the first three quarters of the year. Projections for 2015 are based on the authorities? 2015 budget as approved by parliament. Projections for 2016 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-1.389	-1.982	-1.497	-1.547	-1.360	-1.323	-1.344	-1.381	2013
Slovak Republic	General government structural balance	Percent of potential GDP		See notes for:  General government structural balance (National currency).	-1.852	-2.583	-1.903	-1.899	-1.602	-1.492	-1.447	-1.419	2013
Slovak Republic	General government primary net lending/borrowing	National currency	Billions	Source: Eurostat Latest actual data: 2013 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2014 take into account developments in the first three quarters of the year. Projections for 2015 are based on the authorities? 2015 budget as approved by parliament. Projections for 2016 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-0.695	-1.079	-0.959	-0.813	-0.558	-0.593	-0.538	-0.538	2013
Slovak Republic	General government primary net lending/borrowing	Percent of GDP		See notes for:  General government primary net lending/borrowing (National currency).	-0.945	-1.435	-1.240	-1.008	-0.661	-0.671	-0.581	-0.553	2013
Slovak Republic	General government net debt	National currency	Billions										
Slovak Republic	General government net debt	Percent of GDP											
Slovak Republic	General government gross debt	National currency	Billions	Source: Eurostat Latest actual data: 2013 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2014 take into account developments in the first three quarters of the year. Projections for 2015 are based on the authorities? 2015 budget as approved by parliament. Projections for 2016 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	40.178	40.634	41.694	43.559	45.107	46.528	47.923	49.305	2013
Slovak Republic	General government gross debt	Percent of GDP		See notes for:  General government gross debt (National currency).	54.595	54.024	53.924	54.012	53.433	52.624	51.682	50.646	2013
Slovak Republic	Gross domestic product corresponding to fiscal year, current prices	National currency	Billions	Source: Eurostat Latest actual data: 2013 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2014 take into account developments in the first three quarters of the year. Projections for 2015 are based on the authorities? 2015 budget as approved by parliament. Projections for 2016 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	73.593	75.215	77.319	80.648	84.417	88.416	92.727	97.353	2013
Slovak Republic	Current account balance	U.S. dollars	Billions	Source: Central Bank. National bank of Slovakia Latest actual data: 2013 Notes: Balance of payments data before 2009 reflect staff estimates to comply with BPM6 pending provision of a longer times series based on BPM6. BOP Manual used: BPM 6 Primary domestic currency: Euro Data last updated: 03/2015	1.486	0.161	0.357	0.402	1.040	1.620	2.066	2.571	2013
Slovak Republic	Current account balance	Percent of GDP		See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).	1.520	0.161	0.408	0.440	1.077	1.582	1.901	2.213	2013
Slovenia	Gross domestic product, constant prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 2010 Primary domestic currency: Euro Data last updated: 03/2015	23.825	24.453	24.960	25.425	25.890	26.362	26.835	27.319	2014
Slovenia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.998	2.636	2.073	1.861	1.828	1.823	1.794	1.806	2014
Slovenia	Gross domestic product, current prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 2010 Primary domestic currency: Euro Data last updated: 03/2015	36.144	37.246	38.002	38.934	40.195	41.485	42.850	44.307	2014
Slovenia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	48.005	49.506	43.021	44.120	46.001	48.037	50.227	52.865	2014
Slovenia	Gross domestic product, deflator	Index		See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	151.706	152.317	152.252	153.133	155.256	157.367	159.681	162.182	2014
Slovenia	Gross domestic product per capita, constant prices	National currency	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	11,572.206	11,864.237	12,096.928	12,308.524	12,519.814	12,734.109	12,948.357	13,167.683	2014
Slovenia	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	17,555.679	18,071.259	18,417.843	18,848.356	19,437.816	20,039.314	20,676.075	21,355.660	2014
Slovenia	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	23,316.676	24,019.253	20,849.826	21,359.359	22,245.448	23,204.467	24,235.439	25,480.575	2014
Slovenia	Output gap in percent of potential GDP	Percent of potential GDP		See notes for:  Gross domestic product, constant prices (National currency).	-4.523	-2.168	-0.919	-0.153	n/a	n/a	n/a	n/a	2014
Slovenia	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	Current international dollar	Billions	See notes for:  Gross domestic product, current prices (National currency).	58.701	61.127	62.949	65.081	67.635	70.349	73.038	75.826	2014
Slovenia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	28,512.133	29,657.783	30,508.288	31,506.918	32,707.384	33,982.208	35,242.687	36,547.696	2014
Slovenia	Gross domestic product based on purchasing-power-parity (PPP) share of world total	Percent		See notes for:  Gross domestic product, current prices (National currency).	0.057	0.057	0.056	0.055	0.054	0.053	0.052	0.051	2011
Slovenia	Implied PPP conversion rate	National currency per current international dollar		See notes for:  Gross domestic product, current prices (National currency).	0.616	0.609	0.604	0.598	0.594	0.590	0.587	0.584	2014
Slovenia	Total investment	Percent of GDP		Source: National Statistical Office Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 2010 Primary domestic currency: Euro Data last updated: 03/2015	19.511	19.712	19.716	20.095	20.508	20.997	21.501	22.014	2014
Slovenia	Gross national savings	Percent of GDP		Source: National Statistical Office Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 2010 Primary domestic currency: Euro Data last updated: 03/2015	25.117	25.485	26.766	26.545	26.649	26.690	26.587	26.551	2014
Slovenia	Inflation, average consumer prices	Index		Source: National Statistical Office Latest actual data: 2014 Harmonized prices: No Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	122.448	122.706	122.225	123.084	124.930	126.804	128.833	131.023	2014
Slovenia	Inflation, average consumer prices	Percent change		See notes for:  Inflation, average consumer prices (Index).	1.759	0.211	-0.392	0.702	1.500	1.500	1.600	1.700	2014
Slovenia	Inflation, end of period consumer prices	Index		Source: National Statistical Office Latest actual data: 2014 Harmonized prices: No Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	121.131	121.329	121.087	123.387	125.732	128.246	130.811	133.427	2014
Slovenia	Inflation, end of period consumer prices	Percent change		See notes for:  Inflation, end of period consumer prices (Index).	0.660	0.164	-0.200	1.900	1.900	2.000	2.000	2.000	2014
Slovenia	Six-month London interbank offered rate (LIBOR)	Percent											
Slovenia	Volume of imports of goods and services	Percent change		Source: National Statistical Office. National Accounts Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 03/2015	1.386	4.086	4.086	4.738	5.131	5.386	5.489	5.568	2014
Slovenia	Volume of Imports of goods	Percent change		Source: National Statistical Office. National Accounts Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 03/2015	2.161	3.831	4.291	4.845	5.181	5.373	5.477	5.556	2014
Slovenia	Volume of exports of goods and services	Percent change		Source: National Statistical Office. National Accounts Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 03/2015	2.639	6.259	4.301	4.345	4.526	4.627	4.719	4.809	2014
Slovenia	Volume of exports of goods	Percent change		Source: National Statistical Office. National Accounts Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 03/2015	2.848	7.170	4.944	4.971	5.157	5.247	5.326	5.403	2014
Slovenia	Unemployment rate	Percent of total labor force		Source: National Statistical Office Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	10.142	9.792	8.978	8.341	7.699	6.959	6.400	5.884	2014
Slovenia	Employment	Persons	Millions	Source: National Statistical Office Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	0.924	0.925	0.932	0.938	n/a	n/a	n/a	n/a	2014
Slovenia	Population	Persons	Millions	Source: National Statistical Office Latest actual data: 2014 Primary domestic currency: Euro Data last updated: 03/2015	2.059	2.061	2.063	2.066	2.068	2.070	2.072	2.075	2014
Slovenia	General government revenue	National currency	Billions	Source: Ministry of Finance Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	14.728	15.492	15.549	15.974	16.488	17.035	17.582	18.152	2014
Slovenia	General government revenue	Percent of GDP		See notes for:  General government revenue (National currency).	40.749	41.594	40.915	41.028	41.021	41.064	41.031	40.970	2014
Slovenia	General government total expenditure	National currency	Billions	Source: Ministry of Finance Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	19.716	17.655	17.058	17.309	17.855	18.493	19.135	19.810	2014
Slovenia	General government total expenditure	Percent of GDP		See notes for:  General government total expenditure (National currency).	54.549	47.400	44.887	44.457	44.420	44.577	44.655	44.711	2014
Slovenia	General government net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-4.988	-2.163	-1.510	-1.335	-1.366	-1.458	-1.553	-1.657	2014
Slovenia	General government net lending/borrowing	Percent of GDP		See notes for:  General government net lending/borrowing (National currency).	-13.801	-5.807	-3.972	-3.429	-3.399	-3.514	-3.625	-3.741	2014
Slovenia	General government structural balance	National currency	Billions	Source: Ministry of Finance Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-0.787	-1.236	-1.071	-1.286	-1.386	-1.476	-1.568	-1.663	2014
Slovenia	General government structural balance	Percent of potential GDP		See notes for:  General government structural balance (National currency).	-2.083	-3.248	-2.793	-3.298	-3.453	-3.562	-3.662	-3.753	2014
Slovenia	General government primary net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-4.178	-1.050	-0.398	-0.119	-0.048	0.003	--	-0.006	2014
Slovenia	General government primary net lending/borrowing	Percent of GDP		See notes for:  General government primary net lending/borrowing (National currency).	-11.561	-2.818	-1.046	-0.305	-0.118	0.007	--	-0.013	2014
Slovenia	General government net debt	National currency	Billions										
Slovenia	General government net debt	Percent of GDP											
Slovenia	General government gross debt	National currency	Billions	Source: Ministry of Finance Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	25.307	30.867	30.323	31.950	33.609	35.358	37.203	39.153	2014
Slovenia	General government gross debt	Percent of GDP		See notes for:  General government gross debt (National currency).	70.017	82.873	79.793	82.063	83.613	85.232	86.822	88.367	2014
